URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Remote Address,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Response Speed (KB/s),Request Header Size (bytes),Request Body Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
"https://services.realestate.com.au/services/listings/search?query=%7B%22channel%22:%22sold%22,%22localities%22:%5B%7B%22locality%22:%22Glen%20Waverley%22,%22subdivision%22:%22VIC%22,%22postcode%22:%223141%22%7D%5D,%22pageSize%22:%22200%22,%22page%22:%2214%22,%22filters%22:%7B%22surroundingSuburbs%22:true%7D%7D",COMPLETE,200,https,GET,application/json;charset=UTF-8,/127.0.0.1,services.realestate.com.au/104.116.192.77,,18 Apr 2018 21:49:18,18 Apr 2018 21:49:18,18 Apr 2018 21:49:22,18 Apr 2018 21:49:23,4876,1,3,14,2,1543,3329,50.007812,158.03027,1384,,596,247714,,83.2%
