URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Remote Address,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Response Speed (KB/s),Request Header Size (bytes),Request Body Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://www.ladbrokes.com.au/api/1/sport/getMarketsByEventId,COMPLETE,200,https,POST,application/json,,www.ladbrokes.com.au/104.20.49.236,,11 Sep 2017 13:49:24,11 Sep 2017 13:49:24,11 Sep 2017 13:49:24,11 Sep 2017 13:49:24,83,7,2,7,1,1,63,20.03711,1663.0859,524,81,682,416,,38.1%
